ZIPCODE,ZC_LATITUDE,ZC_LONGITUDE,AUTONOMOUS_COMMUNITY,AUTONOMOUS_COMMUNITY_NK,PROVINCE
10252,39.5667,-5.7333,Extremadura,EX,Cáceres
10251,39.5333,-5.6333,Extremadura,EX,Cáceres
10250,39.4167,-5.6167,Extremadura,EX,Cáceres
10240,39.35,-5.7333,Extremadura,EX,Cáceres
10230,39.3833,-5.7667,Extremadura,EX,Cáceres
10220,-5.88284261,39.46250751,Extremadura,EX,Cáceres
10210,39.4333,-5.7667,Extremadura,EX,Cáceres
10200,39.4667,-5.8833,Extremadura,EX,Cáceres
10199,39.6029,-6.3012,Extremadura,EX,Cáceres
10198,39.5167,-6.1,Extremadura,EX,Cáceres
10195,39.45,-6.3833,Extremadura,EX,Cáceres
10194,39.6369,-6.2086,Extremadura,EX,Cáceres
10193,39.7167,-6.2833,Extremadura,EX,Cáceres
10192,39.7,-6.35,Extremadura,EX,Cáceres
10191,39.6333,-6.3667,Extremadura,EX,Cáceres
10190,39.5667,-6.4167,Extremadura,EX,Cáceres
10189,39.3,-6.0333,Extremadura,EX,Cáceres
10187,39.325,-6.1111,Extremadura,EX,Cáceres
10186,39.25,-6.1167,Extremadura,EX,Cáceres
10185,39.35,-6.0667,Extremadura,EX,Cáceres
10184,39.35,-6.1667,Extremadura,EX,Cáceres
10183,39.3667,-6.2167,Extremadura,EX,Cáceres
10182,39.3833,-6.25,Extremadura,EX,Cáceres
10181,39.4333,-6.2667,Extremadura,EX,Cáceres
10180,39.2667,-6.1167,Extremadura,EX,Cáceres
10170,39.2167,-6.15,Extremadura,EX,Cáceres
10164,39.3778,-6.3483,Extremadura,EX,Cáceres
10163,39.2833,-6.3167,Extremadura,EX,Cáceres
10162,39.2333,-6.2833,Extremadura,EX,Cáceres
10161,39.2695,-6.2954,Extremadura,EX,Cáceres
10160,39.1833,-6.2333,Extremadura,EX,Cáceres
10150,39.3612,-5.9948,Extremadura,EX,Cáceres
10140,39.45,-5.3167,Extremadura,EX,Cáceres
10137,39.5167,-5.25,Extremadura,EX,Cáceres
10136,39.3833,-5.3833,Extremadura,EX,Cáceres
10135,39.25,-5.7333,Extremadura,EX,Cáceres
10134,39.3042,-5.6583,Extremadura,EX,Cáceres
10133,39.1667,-5.8833,Extremadura,EX,Cáceres
10132,39.1833,-6.0333,Extremadura,EX,Cáceres
10131,39.2,-6.0667,Extremadura,EX,Cáceres
10130,39.2833,-5.7,Extremadura,EX,Cáceres
10129,39.4333,-5.45,Extremadura,EX,Cáceres
10120,39.3333,-5.4833,Extremadura,EX,Cáceres
10110,39.15,-5.6167,Extremadura,EX,Cáceres
10109,39.15,-5.9,Extremadura,EX,Cáceres
10100,39.15,-5.9,Extremadura,EX,Cáceres
10080,39.4833,-6.3667,Extremadura,EX,Cáceres
10071,39.4833,-6.3667,Extremadura,EX,Cáceres
10070,39.4833,-6.3667,Extremadura,EX,Cáceres
10005,39.4736,-6.3966,Extremadura,EX,Cáceres
10004,39.474,-6.374,Extremadura,EX,Cáceres
10003,39.4739,-6.372,Extremadura,EX,Cáceres
10002,39.4738,-6.3744,Extremadura,EX,Cáceres
10001,39.472,-6.3768,Extremadura,EX,Cáceres
09999,,,Castilla - Leon,CL,Burgos
09693,41.9667,-2.9833,Castilla - Leon,CL,Burgos
09692,41.9333,-3.0333,Castilla - Leon,CL,Burgos
09691,41.9833,-3.2333,Castilla - Leon,CL,Burgos
09690,41.95,-3.0667,Castilla - Leon,CL,Burgos
09680,41.9667,-3.1333,Castilla - Leon,CL,Burgos
09679,42.0667,-3,Castilla - Leon,CL,Burgos
09670,41.9833,-3.0333,Castilla - Leon,CL,Burgos
09660,41.8833,-3.2,Castilla - Leon,CL,Burgos
09653,-3.92908507,42.36159446,Castilla - Leon,CL,Burgos
09652,-3.93301083,42.38070024,Castilla - Leon,CL,Burgos
09651,42.1167,-3.4333,Castilla - Leon,CL,Burgos
09650,42.1167,-3.4167,Castilla - Leon,CL,Burgos
09649,-3.45956152,42.21313022,Castilla - Leon,CL,Burgos
09642,-3.59472,42.22693,Castilla - Leon,CL,Burgos
09641,-3.56876149,42.12978308,Castilla - Leon,CL,Burgos
09640,42.1333,-3.4667,Castilla - Leon,CL,Burgos
09620,42.1167,-3.4833,Castilla - Leon,CL,Burgos
09616,-3.53641705,41.95250649,Castilla - Leon,CL,Burgos
09615,42.15,-3.2,Castilla - Leon,CL,Burgos
09614,42.1167,-3.1833,Castilla - Leon,CL,Burgos
09613,42,-3.35,Castilla - Leon,CL,Burgos
09612,41.9333,-3.2333,Castilla - Leon,CL,Burgos
09611,41.9833,-3.3167,Castilla - Leon,CL,Burgos
09610,41.95,-3.45,Castilla - Leon,CL,Burgos
09600,42.0167,-3.2833,Castilla - Leon,CL,Burgos
09594,42.9,-3.4167,Castilla - Leon,CL,Burgos
09593,42.7262,-3.4595,Castilla - Leon,CL,Burgos
09592,42.5333,-3.5,Castilla - Leon,CL,Burgos
09591,42.4667,-3.55,Castilla - Leon,CL,Burgos
09589,43.0833,-3.3167,Castilla - Leon,CL,Burgos
09588,42.8652,-3.0652,Castilla - Leon,CL,Burgos
09587,43.1167,-3.35,Castilla - Leon,CL,Burgos
09586,43.15,-3.2667,Castilla - Leon,CL,Burgos
09585,43.0611,-3.237,Castilla - Leon,CL,Burgos
09580,43.1,-3.2833,Castilla - Leon,CL,Burgos
09575,43.0162,-3.8035,Castilla - Leon,CL,Burgos
09574,42.9833,-3.7333,Castilla - Leon,CL,Burgos
09573,43.0333,-3.8,Castilla - Leon,CL,Burgos
09572,42.9421,-3.7825,Castilla - Leon,CL,Burgos
09571,42.9833,-3.9167,Castilla - Leon,CL,Burgos
09570,42.9833,-3.95,Castilla - Leon,CL,Burgos
09569,43.0833,-3.5167,Castilla - Leon,CL,Burgos
09568,43,-3.5833,Castilla - Leon,CL,Burgos
09567,43.0667,-3.5667,Castilla - Leon,CL,Burgos
09566,43.0528,-3.5653,Castilla - Leon,CL,Burgos
09560,43.0833,-3.55,Castilla - Leon,CL,Burgos
09559,42.7833,-3.4667,Castilla - Leon,CL,Burgos
09558,42.9167,-3.6667,Castilla - Leon,CL,Burgos
09557,42.9733,-3.6617,Castilla - Leon,CL,Burgos
09556,42.95,-3.5667,Castilla - Leon,CL,Burgos
09555,42.975,-3.5708,Castilla - Leon,CL,Burgos
09554,42.9333,-3.5667,Castilla - Leon,CL,Burgos
09553,42.95,-3.55,Castilla - Leon,CL,Burgos
09551,42.8333,-3.6833,Castilla - Leon,CL,Burgos
09550,42.9333,-3.5667,Castilla - Leon,CL,Burgos
09549,42.8333,-3.3833,Castilla - Leon,CL,Burgos
09540,42.8,-3.4167,Castilla - Leon,CL,Burgos
09530,42.7333,-3.4,Castilla - Leon,CL,Burgos
09515,42.9,-3.5,Castilla - Leon,CL,Burgos
09514,42.9912,-3.4402,Castilla - Leon,CL,Burgos
09513,42.9167,-3.55,Castilla - Leon,CL,Burgos
09512,42.9667,-3.3533,Castilla - Leon,CL,Burgos
09511,42.9667,-3.1667,Castilla - Leon,CL,Burgos
09510,43.0333,-3.3333,Castilla - Leon,CL,Burgos
09500,42.9333,-3.4833,Castilla - Leon,CL,Burgos
09493,41.5833,-3.75,Castilla - Leon,CL,Burgos
09492,41.6561,-3.5424,Castilla - Leon,CL,Burgos
09491,41.6167,-3.45,Castilla - Leon,CL,Burgos
09490,41.6833,-3.5167,Castilla - Leon,CL,Burgos
09471,41.6125,-3.5958,Castilla - Leon,CL,Segovia
09462,41.55,-3.7833,Castilla - Leon,CL,Burgos
09461,41.5333,-3.75,Castilla - Leon,CL,Burgos
09460,41.5833,-3.6833,Castilla - Leon,CL,Burgos
09454,41.7,-3.5667,Castilla - Leon,CL,Burgos
09453,41.8333,-3.5556,Castilla - Leon,CL,Burgos
09452,41.7906,-3.4802,Castilla - Leon,CL,Burgos
09451,41.8,-3.4167,Castilla - Leon,CL,Burgos
09450,41.75,-3.5167,Castilla - Leon,CL,Burgos
09443,41.7167,-3.8167,Castilla - Leon,CL,Burgos
09442,-3.84390267,41.81889414,Castilla - Leon,CL,Burgos
09441,41.7833,-3.8167,Castilla - Leon,CL,Burgos
09430,41.6982,-3.573,Castilla - Leon,CL,Burgos
09410,41.7333,-3.4333,Castilla - Leon,CL,Burgos
09400,41.6833,-3.6833,Castilla - Leon,CL,Burgos
09391,41.65,-3.7833,Castilla - Leon,CL,Burgos
09390,42.0333,-3.7,Castilla - Leon,CL,Burgos
09370,41.7417,-3.7583,Castilla - Leon,CL,Burgos
09360,41.9193,-3.7853,Castilla - Leon,CL,Burgos
09354,-3.61953707,41.87372939,Castilla - Leon,CL,Burgos
09352,-3.61089134,42.1700959,Castilla - Leon,CL,Burgos
09351,-3.59472,42.22693,Castilla - Leon,CL,Burgos
09350,41.8167,-3.8333,Castilla - Leon,CL,Burgos
09349,41.9,-3.75,Castilla - Leon,CL,Burgos
09348,41.9833,-3.5167,Castilla - Leon,CL,Burgos
09347,42.0333,-3.5833,Castilla - Leon,CL,Burgos
09346,42.1333,-3.5667,Castilla - Leon,CL,Burgos
09345,42.05,-3.9333,Castilla - Leon,CL,Burgos
09344,41.9167,-3.9167,Castilla - Leon,CL,Burgos
09343,42.0833,-3.9167,Castilla - Leon,CL,Burgos
09342,42.0833,-4.0667,Castilla - Leon,CL,Burgos
09341,42.05,-3.8,Castilla - Leon,CL,Burgos
09340,42.0333,-3.75,Castilla - Leon,CL,Burgos
09339,42.1667,-3.8167,Castilla - Leon,CL,Burgos
09330,42.1467,-3.7933,Castilla - Leon,CL,Burgos
09320,42.2,-3.6833,Castilla - Leon,CL,Burgos
09318,41.6,-3.9167,Castilla - Leon,CL,Burgos
09317,41.6667,-3.9833,Castilla - Leon,CL,Burgos
09316,41.6167,-3.8167,Castilla - Leon,CL,Burgos
09315,41.6,-3.85,Castilla - Leon,CL,Burgos
09314,41.75,-3.9833,Castilla - Leon,CL,Burgos
09312,41.8167,-4.0167,Castilla - Leon,CL,Burgos
09311,41.7333,-3.8667,Castilla - Leon,CL,Burgos
09310,41.8167,-3.9667,Castilla - Leon,CL,Burgos
09300,41.7,-3.9167,Castilla - Leon,CL,Burgos
09294,42.7667,-2.8333,Castilla - Leon,CL,Burgos
09293,42.65,-3.0167,Castilla - Leon,CL,Burgos
09292,42.4833,-3.4167,Castilla - Leon,CL,Burgos
09290,42.4167,-3.4833,Castilla - Leon,CL,Burgos
09285,42.6542,-3.1833,Castilla - Leon,CL,Burgos
09280,42.6667,-3.2,Castilla - Leon,CL,Burgos
09272,42.4833,-3.2,Castilla - Leon,CL,Burgos
09271,42.55,-3.1833,Castilla - Leon,CL,Burgos
09270,42.4667,-3.1167,Castilla - Leon,CL,Burgos
09269,42.3333,-3.2833,Castilla - Leon,CL,Burgos
09268,42.3167,-3.2667,Castilla - Leon,CL,Burgos
09267,42.3167,-3.1333,Castilla - Leon,CL,Burgos
09260,42.3167,-3.2,Castilla - Leon,CL,Burgos
09259,42.4333,-3.1333,Castilla - Leon,CL,Burgos
09258,42.4167,-3.3333,Castilla - Leon,CL,Burgos
09257,42.3833,-3.3,Castilla - Leon,CL,Burgos
09250,42.4167,-3.1833,Castilla - Leon,CL,Burgos
09249,42.6833,-3.3833,Castilla - Leon,CL,Burgos
09248,42.5333,-3.35,Castilla - Leon,CL,Burgos
09247,42.55,-3.3917,Castilla - Leon,CL,Burgos
09246,42.6288,-3.4197,Castilla - Leon,CL,Burgos
09245,42.5833,-3.2667,Castilla - Leon,CL,Burgos
09244,42.6833,-3.2833,Castilla - Leon,CL,Burgos
09240,42.55,-3.3167,Castilla - Leon,CL,Burgos
09239,42.2333,-3.7833,Castilla - Leon,CL,Burgos
09233,42.85,-3.8833,Castilla - Leon,CL,Burgos
09230,42.3333,-3.9167,Castilla - Leon,CL,Burgos
09229,42.2206,-3.9643,Castilla - Leon,CL,Burgos
09228,42.2,-3.9167,Castilla - Leon,CL,Burgos
09227,42.3,-3.9833,Castilla - Leon,CL,Burgos
09226,42.2333,-4,Castilla - Leon,CL,Burgos
09220,42.2,-3.9833,Castilla - Leon,CL,Burgos
09219,42.7,-3.0333,Castilla - Leon,CL,Burgos
09218,42.6833,-2.7333,Castilla - Leon,CL,Burgos
09217,42.7167,-2.6833,Castilla - Leon,CL,Burgos
09216,42.7167,-2.6333,Castilla - Leon,CL,Burgos
09215,42.7833,-2.7167,Castilla - Leon,CL,Burgos
09214,42.75,-3.0667,Castilla - Leon,CL,Burgos
09213,42.8028,-3.3167,Castilla - Leon,CL,Burgos
09212,42.8046,-3.2296,Castilla - Leon,CL,Burgos
09211,42.7333,-3.25,Castilla - Leon,CL,Burgos
09210,42.8167,-3.2667,Castilla - Leon,CL,Burgos
09200,42.6833,-2.95,Castilla - Leon,CL,Burgos
09199,42.35,-3.6167,Castilla - Leon,CL,Burgos
09198,42.2833,-3.55,Castilla - Leon,CL,Burgos
09197,42.4,-3.7167,Castilla - Leon,CL,Burgos
09196,42.3,-3.7917,Castilla - Leon,CL,Burgos
09195,42.3,-3.7333,Castilla - Leon,CL,Burgos
09194,42.25,-3.5833,Castilla - Leon,CL,Burgos
09193,41.6237,-3.6914,Castilla - Leon,CL,Burgos
09192,42.3667,-3.6167,Castilla - Leon,CL,Burgos
09191,42.4333,-3.5833,Castilla - Leon,CL,Burgos
09190,42.3121,-3.5621,Castilla - Leon,CL,Burgos
09159,42.45,-3.8,Castilla - Leon,CL,Burgos
09150,42.5167,-3.7667,Castilla - Leon,CL,Burgos
09146,42.85,-3.7167,Castilla - Leon,CL,Burgos
09145,42.7167,-3.9,Castilla - Leon,CL,Burgos
09144,42.6625,-3.7284,Castilla - Leon,CL,Burgos
09143,42.6833,-3.8833,Castilla - Leon,CL,Burgos
09142,42.6333,-3.7167,Castilla - Leon,CL,Burgos
09141,42.55,-3.6833,Castilla - Leon,CL,Burgos
09140,42.45,-3.6833,Castilla - Leon,CL,Burgos
09139,42.4755,-3.9635,Castilla - Leon,CL,Burgos
09136,42.6667,-4.1833,Castilla - Leon,CL,Burgos
09135,42.5833,-4.1667,Castilla - Leon,CL,Burgos
09133,42.485,-3.95,Castilla - Leon,CL,Burgos
09131,42.4,-3.7833,Castilla - Leon,CL,Burgos
09130,42.35,-3.8167,Castilla - Leon,CL,Burgos
09129,42.5833,-3.9167,Castilla - Leon,CL,Burgos
09128,42.4667,-4.1167,Castilla - Leon,CL,Burgos
09127,42.7,-4.0833,Castilla - Leon,CL,Burgos
09126,42.65,-3.9667,Castilla - Leon,CL,Burgos
09125,42.6167,-3.9333,Castilla - Leon,CL,Burgos
09124,42.6833,-4.1333,Castilla - Leon,CL,Burgos
09123,42.3667,-4,Castilla - Leon,CL,Burgos
09120,42.5167,-4,Castilla - Leon,CL,Burgos
09119,42.25,-4.2,Castilla - Leon,CL,Burgos
09115,,,Castilla - Leon,CL,Burgos
09110,42.2833,-4.1333,Castilla - Leon,CL,Burgos
09109,42.3333,-4.1333,Castilla - Leon,CL,Burgos
09108,42.4833,-4.2,Castilla - Leon,CL,Burgos
09107,42.35,-4.25,Castilla - Leon,CL,Burgos
09100,42.4,-4.25,Castilla - Leon,CL,Burgos
09080,42.35,-3.7,Castilla - Leon,CL,Burgos
09071,42.35,-3.7,Castilla - Leon,CL,Burgos
09070,42.35,-3.7,Castilla - Leon,CL,Burgos
09009,,,Castilla - Leon,CL,Burgos
09007,42.35,-3.7,Castilla - Leon,CL,Burgos
09006,42.3447,-3.6847,Castilla - Leon,CL,Burgos
09005,42.35,-3.7,Castilla - Leon,CL,Burgos
09004,42.35,-3.7,Castilla - Leon,CL,Burgos
09003,42.3424,-3.7023,Castilla - Leon,CL,Burgos
09002,42.3413,-3.703,Castilla - Leon,CL,Burgos
09001,42.342,-3.701,Castilla - Leon,CL,Burgos
08999,,,Cataluna,CT,Barcelona
08980,41.3833,2.05,Cataluna,CT,Barcelona
08970,41.3667,2.0667,Cataluna,CT,Barcelona
08960,41.3833,2.0833,Cataluna,CT,Barcelona
08950,41.3667,2.0833,Cataluna,CT,Barcelona
08940,41.35,2.0833,Cataluna,CT,Barcelona
08932,,,Cataluna,CT,Barcelona
08930,41.3855,2.1786,Cataluna,CT,Barcelona
08924,41.4217,2.1897,Cataluna,CT,Barcelona
08923,41.4217,2.1897,Cataluna,CT,Barcelona
08922,41.4217,2.1897,Cataluna,CT,Barcelona
08921,41.4217,2.1897,Cataluna,CT,Barcelona
08920,41.4217,2.1897,Cataluna,CT,Barcelona
08918,41.45,2.25,Cataluna,CT,Barcelona
08917,41.45,2.25,Cataluna,CT,Barcelona
08916,41.45,2.25,Cataluna,CT,Barcelona
08915,41.45,2.25,Cataluna,CT,Barcelona
08914,41.45,2.25,Cataluna,CT,Barcelona
08913,41.45,2.25,Cataluna,CT,Barcelona
08912,41.45,2.25,Cataluna,CT,Barcelona
08911,41.4503,2.2538,Cataluna,CT,Barcelona
08910,41.45,2.25,Cataluna,CT,Barcelona
08908,41.4217,2.1897,Cataluna,CT,Barcelona
08907,41.4217,2.1897,Cataluna,CT,Barcelona
08906,41.4217,2.1897,Cataluna,CT,Barcelona
08905,41.4217,2.1897,Cataluna,CT,Barcelona
08904,41.4217,2.1897,Cataluna,CT,Barcelona
08903,41.4217,2.1897,Cataluna,CT,Barcelona
08902,41.4217,2.1897,Cataluna,CT,Barcelona
08901,41.4217,2.1897,Cataluna,CT,Barcelona
08900,41.4217,2.1897,Cataluna,CT,Barcelona
08888,,,Cataluna,CT,Barcelona
08880,41.2167,1.6833,Cataluna,CT,Barcelona
08872,41.2333,1.8667,Cataluna,CT,Barcelona
08871,41.25,1.9,Cataluna,CT,Barcelona
08870,41.2364,1.8212,Cataluna,CT,Barcelona
08860,41.2333,1.8167,Cataluna,CT,Barcelona
08859,41.3333,1.9333,Cataluna,CT,Barcelona
08850,41.3,2.0167,Cataluna,CT,Barcelona
08849,41.3333,2,Cataluna,CT,Barcelona
08840,41.3167,2,Cataluna,CT,Barcelona
08830,41.35,2.05,Cataluna,CT,Barcelona
08820,41.3333,2.1,Cataluna,CT,Barcelona
08818,41.3167,1.8167,Cataluna,CT,Barcelona
08812,41.2792,1.7708,Cataluna,CT,Barcelona
08811,41.2833,1.7333,Cataluna,CT,Barcelona
08810,41.2667,1.7667,Cataluna,CT,Barcelona
08805,41.55,2.1,Cataluna,CT,Barcelona
08802,41.55,2.1,Cataluna,CT,Barcelona
08800,41.2333,1.7333,Cataluna,CT,Barcelona
08799,41.3872,1.7872,Cataluna,CT,Barcelona
08798,41.3667,1.75,Cataluna,CT,Barcelona
08797,41.4,1.7,Cataluna,CT,Barcelona
08796,41.3872,1.7872,Cataluna,CT,Barcelona
08795,41.35,1.85,Cataluna,CT,Barcelona
08794,41.3667,1.7,Cataluna,CT,Barcelona
08793,41.35,1.7833,Cataluna,CT,Barcelona
08792,41.3833,1.7167,Cataluna,CT,Barcelona
08791,41.3872,1.7872,Cataluna,CT,Barcelona
08790,41.4333,1.85,Cataluna,CT,Barcelona
08789,41.513,1.7352,Cataluna,CT,Barcelona
08788,41.5667,1.6333,Cataluna,CT,Barcelona
08787,41.55,1.6833,Cataluna,CT,Barcelona
08786,41.5333,1.7,Cataluna,CT,Barcelona
08785,41.513,1.7352,Cataluna,CT,Barcelona
08784,41.5,1.75,Cataluna,CT,Barcelona
08783,41.5,1.8167,Cataluna,CT,Barcelona
08782,41.5,1.8333,Cataluna,CT,Barcelona
08781,41.513,1.7352,Cataluna,CT,Barcelona
08780,41.4167,2,Cataluna,CT,Barcelona
08779,41.4667,1.5333,Cataluna,CT,Barcelona
08777,41.45,1.6667,Cataluna,CT,Barcelona
08776,41.45,1.7,Cataluna,CT,Barcelona
08775,41.4567,1.6667,Cataluna,CT,Barcelona
08773,41.4833,1.6167,Cataluna,CT,Barcelona
08770,41.4333,1.8167,Cataluna,CT,Barcelona
08769,41.45,1.9,Cataluna,CT,Barcelona
08761,41.4661,1.9651,Cataluna,CT,Barcelona
08760,41.4667,1.9333,Cataluna,CT,Barcelona
08759,41.3833,1.9333,Cataluna,CT,Barcelona
08758,41.4,1.95,Cataluna,CT,Barcelona
08757,41.4167,1.9333,Cataluna,CT,Barcelona
08756,41.4,1.9667,Cataluna,CT,Barcelona
08755,41.4661,1.9651,Cataluna,CT,Barcelona
08754,41.4333,2.0167,Cataluna,CT,Barcelona
08753,41.4166,1.9769,Cataluna,CT,Barcelona
08750,41.4167,2.0333,Cataluna,CT,Barcelona
08740,41.4333,1.9667,Cataluna,CT,Barcelona
08739,41.3889,1.8222,Cataluna,CT,Barcelona
08738,41.4167,1.5167,Cataluna,CT,Barcelona
08737,41.3833,1.5667,Cataluna,CT,Barcelona
08736,41.3727,1.6848,Cataluna,CT,Barcelona
08735,41.3833,1.65,Cataluna,CT,Barcelona
08734,41.3167,1.7,Cataluna,CT,Barcelona
08733,41.4167,1.7167,Cataluna,CT,Barcelona
08732,41.3727,1.6848,Cataluna,CT,Barcelona
08731,41.3833,1.6167,Cataluna,CT,Barcelona
08730,41.3333,1.65,Cataluna,CT,Barcelona
08729,41.35,1.7,Cataluna,CT,Barcelona
08720,41.35,1.7,Cataluna,CT,Barcelona
08719,41.3333,1.65,Cataluna,CT,Barcelona
08718,41.5563,1.5813,Cataluna,CT,Barcelona
08717,41.6167,1.4167,Cataluna,CT,Barcelona
08712,41.55,1.5167,Cataluna,CT,Barcelona
08711,41.6,1.65,Cataluna,CT,Barcelona
08710,41.55,1.6167,Cataluna,CT,Barcelona
08700,41.5833,1.6333,Cataluna,CT,Barcelona
08699,42.2,1.8167,Cataluna,CT,Barcelona
08698,42.1667,1.8833,Cataluna,CT,Barcelona
08697,42.2333,1.7333,Cataluna,CT,Barcelona
08696,42.25,1.9833,Cataluna,CT,Barcelona
08695,42.25,1.8667,Cataluna,CT,Barcelona
08694,42.2333,1.8833,Cataluna,CT,Barcelona
08693,42.0167,1.85,Cataluna,CT,Barcelona
08692,41.9667,1.8833,Cataluna,CT,Barcelona
08691,41.6167,1.85,Cataluna,CT,Barcelona
08690,41.3667,2.0167,Cataluna,CT,Barcelona
08680,42.0333,1.8833,Cataluna,CT,Barcelona
08679,41.9,1.8556,Cataluna,CT,Barcelona
08673,41.9,1.8556,Cataluna,CT,Barcelona
08672,41.9167,1.9333,Cataluna,CT,Barcelona
08671,41.9,1.7833,Cataluna,CT,Barcelona
08670,41.8833,1.85,Cataluna,CT,Barcelona
08660,41.8667,1.8833,Cataluna,CT,Barcelona
08650,41.8,1.9167,Cataluna,CT,Barcelona
08640,41.55,1.9,Cataluna,CT,Barcelona
08635,41.4833,1.9167,Cataluna,CT,Barcelona
08630,41.5167,1.9,Cataluna,CT,Barcelona
08629,41.35,1.9833,Cataluna,CT,Barcelona
08620,41.4,2.0167,Cataluna,CT,Barcelona
08619,42.1583,2.0083,Cataluna,CT,Barcelona
08614,41.85,1.05,Cataluna,CT,Barcelona
08613,42.1333,1.9333,Cataluna,CT,Barcelona
08612,42,1.7333,Cataluna,CT,Barcelona
08611,42.0667,1.9,Cataluna,CT,Barcelona
08610,42.0667,1.8583,Cataluna,CT,Barcelona
08605,1.76525378,42.01860035,Cataluna,CT,Barcelona
08600,42.1,1.85,Cataluna,CT,Barcelona
08593,41.7404,2.2668,Cataluna,CT,Barcelona
08592,41.7608,2.2491,Cataluna,CT,Barcelona
08591,41.7667,2.25,Cataluna,CT,Barcelona
08590,41.7216,2.2738,Cataluna,CT,Barcelona
08589,42.0333,2.1667,Cataluna,CT,Barcelona
08588,42.1,2.1667,Cataluna,CT,Barcelona
08587,42.1167,2.1,Cataluna,CT,Barcelona
08586,42.0833,2.1333,Cataluna,CT,Barcelona
08585,42.1167,2.2167,Cataluna,CT,Barcelona
08584,42.1333,2.2667,Cataluna,CT,Barcelona
08580,42.1,2.2333,Cataluna,CT,Barcelona
08573,42.0833,2.25,Cataluna,CT,Barcelona
08572,42.0833,2.3,Cataluna,CT,Barcelona
08571,42.0667,2.25,Cataluna,CT,Barcelona
08570,42.049,2.2625,Cataluna,CT,Barcelona
08569,42.0062,2.3308,Cataluna,CT,Barcelona
08560,42,2.2833,Cataluna,CT,Barcelona
08559,2.30594351,41.8171574,Cataluna,CT,Barcelona
08554,41.8367,2.27,Cataluna,CT,Barcelona
08553,41.8333,2.2833,Cataluna,CT,Barcelona
08552,41.8667,2.2833,Cataluna,CT,Barcelona
08551,41.85,2.2333,Cataluna,CT,Barcelona
08550,41.8167,2.2333,Cataluna,CT,Barcelona
08540,41.8,2.2167,Cataluna,CT,Barcelona
08530,41.6903,2.282,Cataluna,CT,Barcelona
08529,2.17787241,41.87823488,Cataluna,CT,Barcelona
08521,41.65,2.3,Cataluna,CT,Barcelona
08520,41.65,2.3,Cataluna,CT,Barcelona
08519,41.9833,2.1833,Cataluna,CT,Barcelona
08518,41.9333,2.0667,Cataluna,CT,Barcelona
08517,42.05,1.9667,Cataluna,CT,Barcelona
08516,41.9833,2.1,Cataluna,CT,Barcelona
08515,41.9683,2.1264,Cataluna,CT,Barcelona
08514,42.05,2.0333,Cataluna,CT,Barcelona
08513,42.0167,2.0333,Cataluna,CT,Barcelona
08512,42.0141,2.2402,Cataluna,CT,Barcelona
08511,42,2.4167,Cataluna,CT,Barcelona
08510,41.9825,2.3112,Cataluna,CT,Barcelona
08509,41.9411,2.2441,Cataluna,CT,Barcelona
08508,42,2.25,Cataluna,CT,Barcelona
08507,41.9,2.2833,Cataluna,CT,Barcelona
08506,41.9253,2.2838,Cataluna,CT,Barcelona
08505,41.9167,2.2167,Cataluna,CT,Barcelona
08504,41.9273,2.3185,Cataluna,CT,Barcelona
08503,41.95,2.2167,Cataluna,CT,Barcelona
08500,41.9333,2.25,Cataluna,CT,Barcelona
08495,41.7,2.7167,Cataluna,CT,Barcelona
08490,41.7,2.7167,Cataluna,CT,Barcelona
08480,41.6713,2.4015,Cataluna,CT,Barcelona
08479,2.45368398,41.73523467,Cataluna,CT,Barcelona
08476,41.7167,2.55,Cataluna,CT,Barcelona
08474,41.7333,2.5,Cataluna,CT,Barcelona
08472,2.46316202,41.72478625,Cataluna,CT,Barcelona
08471,2.51016495,41.64771563,Cataluna,CT,Barcelona
08470,41.7,2.45,Cataluna,CT,Barcelona
08469,2.39517088,41.75971074,Cataluna,CT,Barcelona
08461,41.7,2.4333,Cataluna,CT,Barcelona
08460,41.7833,2.3856,Cataluna,CT,Barcelona
08459,41.6667,2.4,Cataluna,CT,Barcelona
08458,41.6833,2.3833,Cataluna,CT,Barcelona
08455,41.65,2.5167,Cataluna,CT,Barcelona
08450,41.6333,2.4,Cataluna,CT,Barcelona
08445,41.6833,2.35,Cataluna,CT,Barcelona
08440,41.6333,2.3667,Cataluna,CT,Barcelona
08430,41.5833,2.3333,Cataluna,CT,Barcelona
08420,41.6167,2.2833,Cataluna,CT,Barcelona
08416,41.7,2.2,Cataluna,CT,Barcelona
08415,41.6833,2.2333,Cataluna,CT,Barcelona
08410,41.6917,2.2167,Cataluna,CT,Barcelona
08404,41.6167,2.3,Cataluna,CT,Barcelona
08403,41.6167,2.3,Cataluna,CT,Barcelona
08402,41.6167,2.3,Cataluna,CT,Barcelona
08401,41.6167,2.3,Cataluna,CT,Barcelona
08400,41.609,2.2873,Cataluna,CT,Barcelona
08398,41.6333,2.7167,Cataluna,CT,Barcelona
08397,41.6167,2.7,Cataluna,CT,Barcelona
08396,41.6167,2.6,Cataluna,CT,Barcelona
08395,41.6,2.6333,Cataluna,CT,Barcelona
08394,41.5833,2.5167,Cataluna,CT,Barcelona
08393,41.569,2.5246,Cataluna,CT,Barcelona
08392,41.5667,2.4833,Cataluna,CT,Barcelona
08391,41.4667,2.2667,Cataluna,CT,Barcelona
08390,41.4686,2.28,Cataluna,CT,Barcelona
