ZIPCODE,ZC_LATITUDE,ZC_LONGITUDE,AUTONOMOUS_COMMUNITY,AUTONOMOUS_COMMUNITY_NK,PROVINCE
28087,40.426,-3.636,Madrid,M,Madrid
28086,40.43,-3.68,Madrid,M,Madrid
28085,40.4,-3.6833,Madrid,M,Madrid
28083,40.4,-3.6833,Madrid,M,Madrid
28082,40.4,-3.6833,Madrid,M,Madrid
28080,40.4,-3.6833,Madrid,M,Madrid
28079,,,Madrid,M,Madrid
28071,40.4,-3.6833,Madrid,M,Madrid
28070,40.4,-3.6833,Madrid,M,Madrid
28060,,,Madrid,M,Madrid
28055,-3.68760088,40.40841191,Madrid,M,Madrid
28054,-3.68760088,40.40841191,Madrid,M,Madrid
28053,40.3908,-3.6865,Madrid,M,Madrid
28052,40.4,-3.6833,Madrid,M,Madrid
28051,40.4,-3.6833,Madrid,M,Madrid
28050,40.4909,-3.6699,Madrid,M,Madrid
28049,40.4,-3.6833,Madrid,M,Madrid
28048,40.4,-3.6833,Madrid,M,Madrid
28047,40.4,-3.6833,Madrid,M,Madrid
28046,40.45,-3.6892,Madrid,M,Madrid
28045,40.4024,-3.6924,Madrid,M,Madrid
28044,40.3865,-3.713,Madrid,M,Madrid
28043,40.4554,-3.6541,Madrid,M,Madrid
28042,40.4605,-3.6223,Madrid,M,Madrid
28041,40.4,-3.6833,Madrid,M,Madrid
28040,40.4492,-3.7115,Madrid,M,Madrid
28039,40.4,-3.6833,Madrid,M,Madrid
28038,40.4,-3.6833,Madrid,M,Madrid
28037,40.4316,-3.6355,Madrid,M,Madrid
28036,40.4653,-3.6844,Madrid,M,Madrid
28035,40.4776,-3.7392,Madrid,M,Madrid
28034,40.4875,-3.699,Madrid,M,Madrid
28033,40.4661,-3.6718,Madrid,M,Madrid
28032,40.4,-3.6833,Madrid,M,Madrid
28031,40.4,-3.6833,Madrid,M,Madrid
28030,40.4,-3.6833,Madrid,M,Madrid
28029,40.4661,-3.6962,Madrid,M,Madrid
28028,40.4352,-3.6729,Madrid,M,Madrid
28027,40.4435,-3.6486,Madrid,M,Madrid
28026,40.4,-3.6833,Madrid,M,Madrid
28025,40.4,-3.6833,Madrid,M,Madrid
28024,40.4,-3.6833,Madrid,M,Madrid
28023,40.4,-3.6833,Madrid,M,Madrid
28022,40.4291,-3.6666,Madrid,M,Madrid
28021,40.4,-3.6833,Madrid,M,Madrid
28020,40.4562,-3.6961,Madrid,M,Madrid
28019,40.3941,-3.7078,Madrid,M,Madrid
28018,40.4,-3.6833,Madrid,M,Madrid
28017,40.4,-3.6833,Madrid,M,Madrid
28016,40.4331,-3.6865,Madrid,M,Madrid
28015,40.4291,-3.7095,Madrid,M,Madrid
28014,40.4148,-3.6952,Madrid,M,Madrid
28013,40.4192,-3.7041,Madrid,M,Madrid
28012,40.4139,-3.7006,Madrid,M,Madrid
28011,40.4,-3.6833,Madrid,M,Madrid
28010,40.4306,-3.6933,Madrid,M,Madrid
28009,40.42,-3.6784,Madrid,M,Madrid
28008,40.4256,-3.7158,Madrid,M,Madrid
28007,40.4069,-3.674,Madrid,M,Madrid
28006,40.4343,-3.6813,Madrid,M,Madrid
28005,40.4049,-3.7119,Madrid,M,Madrid
28004,40.4212,-3.7016,Madrid,M,Madrid
28003,40.4401,-3.6988,Madrid,M,Madrid
28002,40.4391,-3.674,Madrid,M,Madrid
28001,40.4259,-3.6854,Madrid,M,Madrid
28000,-3.68760088,40.40841191,Madrid,M,Madrid
27893,43.6167,-7.2833,Galicia,GA,Lugo
27892,43.6,-7.35,Galicia,GA,Lugo
27891,43.65,-7.4167,Galicia,GA,Lugo
27890,43.6333,-7.3667,Galicia,GA,Lugo
27889,43.7,-7.45,Galicia,GA,Lugo
27888,43.7,-7.45,Galicia,GA,Lugo
27880,43.7,-7.45,Galicia,GA,Lugo
27879,43.7333,-7.5333,Galicia,GA,Lugo
27878,43.7333,-7.5333,Galicia,GA,Lugo
27877,43.7333,-7.5333,Galicia,GA,Lugo
27876,43.7333,-7.5333,Galicia,GA,Lugo
27870,43.7333,-7.5333,Galicia,GA,Lugo
27869,43.4574,-7.8833,Galicia,GA,Lugo
27868,43.6667,-7.6667,Galicia,GA,Lugo
27867,43.6,-7.7,Galicia,GA,Lugo
27866,43.3,-8.4667,Galicia,GA,Lugo
27865,43.5667,-7.5833,Galicia,GA,Lugo
27864,43.6,-7.5667,Galicia,GA,Lugo
27863,43.4574,-7.8833,Galicia,GA,Lugo
27861,43.7167,-7.6333,Galicia,GA,Lugo
27860,43.4574,-7.8833,Galicia,GA,Lugo
27850,43.394,-7.7324,Galicia,GA,Lugo
27849,43.35,-7.5,Galicia,GA,Lugo
27845,43.3167,-7.5167,Galicia,GA,Lugo
27844,43.33,-7.56,Galicia,GA,Lugo
27843,43.33,-7.56,Galicia,GA,Lugo
27842,43.3667,-7.5833,Galicia,GA,Lugo
27841,43.3,-7.5833,Galicia,GA,Lugo
27840,43.3167,-7.6167,Galicia,GA,Lugo
27837,43.4667,-7.7167,Galicia,GA,Lugo
27836,43.3619,-7.931,Galicia,GA,Lugo
27835,43.3619,-7.931,Galicia,GA,Lugo
27834,43.4,-7.7667,Galicia,GA,Lugo
27833,43.35,-8.3,Galicia,GA,Lugo
27832,43.3333,-7.7833,Galicia,GA,Lugo
27830,43.3333,-7.7167,Galicia,GA,Lugo
27826,43.3083,-7.7292,Galicia,GA,Lugo
27825,43.3167,-7.75,Galicia,GA,Lugo
27824,43.3167,-7.7667,Galicia,GA,Lugo
27823,43.3083,-7.7292,Galicia,GA,Lugo
27822,43.3083,-7.7292,Galicia,GA,Lugo
27821,43.3,-7.7167,Galicia,GA,Lugo
27820,43.3,-7.6833,Galicia,GA,Lugo
27818,43.1367,-7.7467,Galicia,GA,Lugo
27817,43.1367,-7.7467,Galicia,GA,Lugo
27816,43.3333,-7.65,Galicia,GA,Lugo
27815,43.1367,-7.7467,Galicia,GA,Lugo
27814,43.1367,-7.7467,Galicia,GA,Lugo
27813,43.2833,-7.7,Galicia,GA,Lugo
27812,43.2667,-7.6667,Galicia,GA,Lugo
27811,43.2333,-7.6667,Galicia,GA,Lugo
27810,43.1367,-7.7467,Galicia,GA,Lugo
27800,43.394,-7.7324,Galicia,GA,Lugo
27798,43.55,-7.2,Galicia,GA,Lugo
27797,43.55,-7.2,Galicia,GA,Lugo
27796,43.55,-7.2,Galicia,GA,Lugo
27795,43.55,-7.2,Galicia,GA,Lugo
27794,43.55,-7.2,Galicia,GA,Lugo
27793,43.55,-7.2,Galicia,GA,Lugo
27792,43.55,-7.2,Galicia,GA,Lugo
27791,43.55,-7.2,Galicia,GA,Lugo
27790,43.55,-7.2,Galicia,GA,Lugo
27789,43.4889,-7.5778,Galicia,GA,Lugo
27788,43.3333,-8.2333,Galicia,GA,Lugo
27787,43.5667,-7.25,Galicia,GA,Lugo
27786,43.5667,-7.25,Galicia,GA,Lugo
27785,43.4889,-7.5778,Galicia,GA,Lugo
27780,43.4889,-7.5778,Galicia,GA,Lugo
27779,43.0136,-8.2645,Galicia,GA,Lugo
27778,43.3333,-8.2333,Galicia,GA,Lugo
27777,42.4417,-8.6583,Galicia,GA,Lugo
27776,43.3345,-8.3726,Galicia,GA,Lugo
27775,43.0136,-8.2645,Galicia,GA,Lugo
27774,43.0136,-8.2645,Galicia,GA,Lugo
27773,43.5167,-7.4,Galicia,GA,Lugo
27770,43.0136,-8.2645,Galicia,GA,Lugo
27768,43.3,-8.4667,Galicia,GA,Lugo
27767,43.0083,-8.4917,Galicia,GA,Lugo
27766,42.7167,-8.5167,Galicia,GA,Lugo
27765,43.0083,-8.4917,Galicia,GA,Lugo
27760,43.0083,-8.4917,Galicia,GA,Lugo
27752,42.1667,-8.8,Galicia,GA,Lugo
27751,42.1667,-8.8,Galicia,GA,Lugo
27750,42.1667,-8.8,Galicia,GA,Lugo
27749,43.35,-8.3,Galicia,GA,Lugo
27748,43.3347,-7.8083,Galicia,GA,Lugo
27747,43.3347,-7.8083,Galicia,GA,Lugo
27745,43.3347,-7.8083,Galicia,GA,Lugo
27744,43.3,-7.25,Galicia,GA,Lugo
27743,43.3347,-7.8083,Galicia,GA,Lugo
27742,43.4167,-7.3333,Galicia,GA,Lugo
27740,43.3347,-7.8083,Galicia,GA,Lugo
27738,43.3583,-7.875,Galicia,GA,Lugo
27737,43.4167,-7.5667,Galicia,GA,Lugo
27730,43.3083,-7.4792,Galicia,GA,Lugo
27729,43.325,-7.1333,Galicia,GA,Lugo
27728,43.35,-7.1333,Galicia,GA,Lugo
27727,43.325,-7.1333,Galicia,GA,Lugo
27726,43.325,-7.1333,Galicia,GA,Lugo
27725,43.325,-7.1333,Galicia,GA,Lugo
27724,43.325,-7.1333,Galicia,GA,Lugo
27723,43.325,-7.1333,Galicia,GA,Lugo
27722,43.3,-7.1333,Galicia,GA,Lugo
27721,43.325,-7.1333,Galicia,GA,Lugo
27720,43.325,-7.1333,Galicia,GA,Lugo
27715,43.55,-7.0833,Galicia,GA,Lugo
27714,43.4833,-7.1667,Galicia,GA,Lugo
27713,43.4556,-7.4944,Galicia,GA,Lugo
27712,43.4556,-7.4944,Galicia,GA,Lugo
27711,43.4556,-7.4944,Galicia,GA,Lugo
27710,43.3333,-8.2333,Galicia,GA,Lugo
27700,43.26,-7.7851,Galicia,GA,Lugo
27699,42.8633,-7.2867,Galicia,GA,Lugo
27698,42.8633,-7.2867,Galicia,GA,Lugo
27697,42.95,-7.2167,Galicia,GA,Lugo
27696,42.8633,-7.2867,Galicia,GA,Lugo
27695,42.8833,-7.25,Galicia,GA,Lugo
27694,42.8633,-7.2867,Galicia,GA,Lugo
27693,42.8333,-7.3333,Galicia,GA,Lugo
27692,42.8333,-7.3,Galicia,GA,Lugo
27691,42.8633,-7.2867,Galicia,GA,Lugo
27690,42.8167,-7.3333,Galicia,GA,Lugo
27689,42.85,-7.25,Galicia,GA,Lugo
27688,42.8667,-7.2567,Galicia,GA,Lugo
27687,42.8667,-7.2567,Galicia,GA,Lugo
27686,42.8833,-7.25,Galicia,GA,Lugo
27685,42.8833,-7.2333,Galicia,GA,Lugo
27680,42.8667,-7.2567,Galicia,GA,Lugo
27679,42.85,-7.1333,Galicia,GA,Lugo
27678,42.8167,-7.1333,Galicia,GA,Lugo
27677,42.75,-7.1333,Galicia,GA,Lugo
27676,42.7833,-7.1,Galicia,GA,Lugo
27675,42.9652,-7.6136,Galicia,GA,Lugo
27673,42.9652,-7.6136,Galicia,GA,Lugo
27672,42.7167,-7.1667,Galicia,GA,Lugo
27671,42.6667,-7.05,Galicia,GA,Lugo
27670,43.3333,-8.2333,Galicia,GA,Lugo
27668,43.0204,-7.7315,Galicia,GA,Lugo
27667,43.0204,-7.7315,Galicia,GA,Lugo
27666,42.7667,-7.3167,Galicia,GA,Lugo
27665,43.3333,-8.2333,Galicia,GA,Lugo
27664,43.0204,-7.7315,Galicia,GA,Lugo
27663,43.3333,-8.2333,Galicia,GA,Lugo
27662,43.0204,-7.7315,Galicia,GA,Lugo
27661,43.35,-8.3,Galicia,GA,Lugo
27660,43.0204,-7.7315,Galicia,GA,Lugo
27659,42.8667,-7.1167,Galicia,GA,Lugo
27658,43.05,-7,Galicia,GA,Lugo
27657,42.9556,-7.0222,Galicia,GA,Lugo
27656,42.9556,-7.0222,Galicia,GA,Lugo
27655,43.0333,-7.0667,Galicia,GA,Lugo
27654,42.9556,-7.0222,Galicia,GA,Lugo
27653,42.9556,-7.0222,Galicia,GA,Lugo
27652,42.95,-6.8667,Galicia,GA,Lugo
27651,42.9556,-7.0222,Galicia,GA,Lugo
27650,42.9556,-7.0222,Galicia,GA,Lugo
27649,42.8167,-7.15,Galicia,GA,Lugo
27648,42.8667,-7.1667,Galicia,GA,Lugo
27647,42.8333,-7.1833,Galicia,GA,Lugo
27646,42.84,-7.16,Galicia,GA,Lugo
27640,42.84,-7.16,Galicia,GA,Lugo
27639,42.75,-7.2333,Galicia,GA,Lugo
27638,42.7667,-7.3833,Galicia,GA,Lugo
27637,42.7533,-7.2767,Galicia,GA,Lugo
27636,42.7533,-7.2767,Galicia,GA,Lugo
27635,42.7333,-7.35,Galicia,GA,Lugo
27634,42.7667,-7.2,Galicia,GA,Lugo
27633,42.7533,-7.2767,Galicia,GA,Lugo
27632,42.75,-7.2167,Galicia,GA,Lugo
27631,42.7533,-7.2767,Galicia,GA,Lugo
27630,42.7533,-7.2767,Galicia,GA,Lugo
27628,42.7417,-7.3333,Galicia,GA,Lugo
27627,42.9556,-7.6278,Galicia,GA,Lugo
27626,43.3333,-8.2333,Galicia,GA,Lugo
27625,42.9571,-7.6476,Galicia,GA,Lugo
27624,42.9571,-7.6476,Galicia,GA,Lugo
27623,43.0167,-7.75,Galicia,GA,Lugo
27620,42.9571,-7.6476,Galicia,GA,Lugo
27619,42.7778,-7.4,Galicia,GA,Lugo
27618,42.7333,-7.4333,Galicia,GA,Lugo
27617,42.8333,-7.3833,Galicia,GA,Lugo
27616,42.7667,-7.45,Galicia,GA,Lugo
27615,42.8,-7.3,Galicia,GA,Lugo
27614,42.8208,-7.3917,Galicia,GA,Lugo
27613,42.8021,-7.4222,Galicia,GA,Lugo
27612,42.7667,-7.5,Galicia,GA,Lugo
27611,42.7556,-7.5833,Galicia,GA,Lugo
27610,42.7667,-7.4,Galicia,GA,Lugo
27600,42.8844,-7.429,Galicia,GA,Lugo
27596,42.6667,-7.75,Galicia,GA,Lugo
27595,43.3333,-8.2333,Galicia,GA,Lugo
27594,43.1111,-8.0722,Galicia,GA,Lugo
27593,43.1111,-8.0722,Galicia,GA,Lugo
27592,43.1111,-8.0722,Galicia,GA,Lugo
27591,43.3333,-8.2333,Galicia,GA,Lugo
27590,43.1111,-8.0722,Galicia,GA,Lugo
27579,42.85,-7.9262,Galicia,GA,Lugo
27578,42.7389,-7.8833,Galicia,GA,Lugo
27577,42.8,-7.95,Galicia,GA,Lugo
27576,43.35,-8.3,Galicia,GA,Lugo
27570,42.8512,-7.9476,Galicia,GA,Lugo
27569,42.7667,-7.8,Galicia,GA,Lugo
27568,42.8333,-7.75,Galicia,GA,Lugo
27560,42.85,-7.8167,Galicia,GA,Lugo
27559,42.8929,-7.9,Galicia,GA,Lugo
27558,42.7333,-7.75,Galicia,GA,Lugo
27557,42.8929,-7.9,Galicia,GA,Lugo
27556,42.7083,-7.7167,Galicia,GA,Lugo
27555,43.1278,-8.1111,Galicia,GA,Lugo
27554,42.7167,-7.7833,Galicia,GA,Lugo
27550,42.8929,-7.9,Galicia,GA,Lugo
27549,42.5667,-7.6167,Galicia,GA,Lugo
27548,42.5667,-7.6667,Galicia,GA,Lugo
27547,42.6,-7.6833,Galicia,GA,Lugo
27546,42.6667,-7.5833,Galicia,GA,Lugo
27545,42.6833,-7.6833,Galicia,GA,Lugo
27544,42.6078,-7.6467,Galicia,GA,Lugo
27543,42.6078,-7.6467,Galicia,GA,Lugo
27540,42.6078,-7.6467,Galicia,GA,Lugo
27533,42.5,-7.7083,Galicia,GA,Lugo
27532,42.4833,-7.7,Galicia,GA,Lugo
27531,42.5,-7.7083,Galicia,GA,Lugo
27530,42.5,-7.7083,Galicia,GA,Lugo
27529,42.5125,-7.8,Galicia,GA,Lugo
27528,42.4667,-7.7667,Galicia,GA,Lugo
27527,42.5667,-7.85,Galicia,GA,Lugo
27520,42.5125,-7.8,Galicia,GA,Lugo
27519,42.6981,-7.8574,Galicia,GA,Lugo
27518,42.6981,-7.8574,Galicia,GA,Lugo
27517,42.6981,-7.8574,Galicia,GA,Lugo
27516,42.6333,-7.7167,Galicia,GA,Lugo
27515,42.6981,-7.8574,Galicia,GA,Lugo
27514,42.5917,-7.7417,Galicia,GA,Lugo
27513,42.6,-7.8667,Galicia,GA,Lugo
27512,43.3333,-8.2333,Galicia,GA,Lugo
27511,42.65,-7.8667,Galicia,GA,Lugo
27510,42.6333,-7.8333,Galicia,GA,Lugo
27500,42.7508,-7.8246,Galicia,GA,Lugo
27470,42.45,-7.7,Galicia,GA,Lugo
27469,42.45,-7.5667,Galicia,GA,Lugo
27468,42.4667,-7.55,Galicia,GA,Lugo
27466,42.4667,-7.5833,Galicia,GA,Lugo
27460,42.4611,-7.5667,Galicia,GA,Lugo
27450,42.4667,-7.6167,Galicia,GA,Lugo
27440,42.4833,-7.6,Galicia,GA,Lugo
27439,42.525,-7.6667,Galicia,GA,Lugo
27438,42.4312,-7.675,Galicia,GA,Lugo
27437,42.4833,-7.6333,Galicia,GA,Lugo
27430,42.5,-7.6,Galicia,GA,Lugo
27425,42.4167,-7.6,Galicia,GA,Lugo
27424,42.4167,-7.4833,Galicia,GA,Lugo
27423,42.4,-7.5167,Galicia,GA,Lugo
27422,42.4,-7.55,Galicia,GA,Lugo
27421,42.4167,-7.5833,Galicia,GA,Lugo
27420,43.35,-8.3,Galicia,GA,Lugo
27419,42.5,-7.5667,Galicia,GA,Lugo
27418,42.3167,-7.2333,Galicia,GA,Lugo
27417,42.5667,-7.5333,Galicia,GA,Lugo
27416,42.5,-7.5,Galicia,GA,Lugo
27415,42.5,-7.4333,Galicia,GA,Lugo
27414,42.55,-7.5176,Galicia,GA,Lugo
27413,42.4833,-7.4167,Galicia,GA,Lugo
27412,42.5167,-7.4167,Galicia,GA,Lugo
27411,42.5333,-7.4333,Galicia,GA,Lugo
27410,42.5667,-7.4833,Galicia,GA,Lugo
27400,42.5067,-7.5867,Galicia,GA,Lugo
27392,42.7167,-7.45,Galicia,GA,Lugo
27391,42.5,-7.3333,Galicia,GA,Lugo
27390,43.6,-7.9333,Galicia,GA,Lugo
27389,42.8879,-7.5617,Galicia,GA,Lugo
27388,42.8879,-7.5617,Galicia,GA,Lugo
27380,42.8879,-7.5617,Galicia,GA,Lugo
27379,43.2,-7.6,Galicia,GA,Lugo
27378,43.2333,-7.5,Galicia,GA,Lugo
27377,43.25,-7.5,Galicia,GA,Lugo
27376,43.229,-7.8029,Galicia,GA,Lugo
27375,43.225,-7.7833,Galicia,GA,Lugo
27374,43.35,-8.3,Galicia,GA,Lugo
27373,43.1767,-7.8433,Galicia,GA,Lugo
27372,43.2625,-8,Galicia,GA,Lugo
27371,43.1833,-7.7667,Galicia,GA,Lugo
27370,43.229,-7.8029,Galicia,GA,Lugo
27369,42.8333,-7.4167,Galicia,GA,Lugo
27368,42.85,-7.4,Galicia,GA,Lugo
27367,42.8667,-7.3667,Galicia,GA,Lugo
27366,42.9,-7.3667,Galicia,GA,Lugo
27364,42.8667,-7.45,Galicia,GA,Lugo
27363,42.9889,-7.7944,Galicia,GA,Lugo
27362,42.8333,-7.55,Galicia,GA,Lugo
27360,42.8949,-7.4897,Galicia,GA,Lugo
27359,42.6667,-7.5167,Galicia,GA,Lugo
27350,42.6667,-7.5056,Galicia,GA,Lugo
27349,42.6,-7.4917,Galicia,GA,Lugo
27348,42.8379,-7.6379,Galicia,GA,Lugo
27347,42.65,-7.3833,Galicia,GA,Lugo
27346,42.675,-7.3583,Galicia,GA,Lugo
27345,42.8379,-7.6379,Galicia,GA,Lugo
27344,42.8379,-7.6379,Galicia,GA,Lugo
27343,42.65,-7.45,Galicia,GA,Lugo
27342,42.8379,-7.6379,Galicia,GA,Lugo
27341,43.3333,-8.2333,Galicia,GA,Lugo
27340,43.35,-8.3,Galicia,GA,Lugo
27339,42.5833,-7.2833,Galicia,GA,Lugo
27338,42.55,-7.3333,Galicia,GA,Lugo
27336,42.5771,-7.375,Galicia,GA,Lugo
27335,42.6,-7.3833,Galicia,GA,Lugo
27334,42.5667,-7.4333,Galicia,GA,Lugo
27333,42.5771,-7.375,Galicia,GA,Lugo
27332,42.5833,-7.4,Galicia,GA,Lugo
27331,42.5771,-7.375,Galicia,GA,Lugo
27330,42.5771,-7.375,Galicia,GA,Lugo
27329,42.37,-7.33,Galicia,GA,Lugo
27328,42.55,-7.125,Galicia,GA,Lugo
27325,42.6083,-7.1875,Galicia,GA,Lugo
27324,42.4987,-7.2231,Galicia,GA,Lugo
27320,42.4987,-7.2231,Galicia,GA,Lugo
27318,42.4,-7.2167,Galicia,GA,Lugo
27317,42.45,-7.3667,Galicia,GA,Lugo
27310,42.425,-7.2917,Galicia,GA,Lugo
27309,43.2125,-7.9333,Galicia,GA,Lugo
27308,43.2125,-7.9333,Galicia,GA,Lugo
27307,43.2125,-7.9333,Galicia,GA,Lugo
27306,43.2125,-7.9333,Galicia,GA,Lugo
27305,43.15,-7.85,Galicia,GA,Lugo
27300,43.3333,-8.2333,Galicia,GA,Lugo
27299,43.05,-7.65,Galicia,GA,Lugo
27298,43.0667,-7.5833,Galicia,GA,Lugo
27297,43,-7.5667,Galicia,GA,Lugo
27296,43.0333,-7.6167,Galicia,GA,Lugo
27294,42.9833,-7.55,Galicia,GA,Lugo
27293,43.0333,-7.4167,Galicia,GA,Lugo
27290,43.0667,-7.5667,Galicia,GA,Lugo
27289,43.1417,-7.475,Galicia,GA,Lugo
27287,43.3333,-7.825,Galicia,GA,Lugo
27286,43.3333,-8.2333,Galicia,GA,Lugo
27283,43.35,-8.3,Galicia,GA,Lugo
27282,43.2667,-7.7417,Galicia,GA,Lugo
27280,43.1667,-7.3333,Galicia,GA,Lugo
27279,43.109,-7.3577,Galicia,GA,Lugo
27278,43.0667,-7.2417,Galicia,GA,Lugo
27277,43.1,-7.2833,Galicia,GA,Lugo
27276,43.109,-7.3577,Galicia,GA,Lugo
27275,43.109,-7.3577,Galicia,GA,Lugo
27274,43.109,-7.3577,Galicia,GA,Lugo
27273,43.1167,-7.3833,Galicia,GA,Lugo
27272,43.1,-7.4167,Galicia,GA,Lugo
27271,43.1167,-7.45,Galicia,GA,Lugo
27270,43.1333,-7.3292,Galicia,GA,Lugo
27269,43.1333,-7.4833,Galicia,GA,Lugo
27268,43.1667,-7.5333,Galicia,GA,Lugo
27267,43.1833,-7.5167,Galicia,GA,Lugo
27266,43.15,-7.4667,Galicia,GA,Lugo
27260,43.1583,-7.5,Galicia,GA,Lugo
27259,43.1722,-7.4056,Galicia,GA,Lugo
27258,43.2167,-7.4333,Galicia,GA,Lugo
27257,43.1833,-7.3833,Galicia,GA,Lugo
27256,43.1905,-7.4048,Galicia,GA,Lugo
27250,43.1905,-7.4048,Galicia,GA,Lugo
27248,43.2667,-7.3167,Galicia,GA,Lugo
27247,43.1167,-7.9611,Galicia,GA,Lugo
27246,43.1083,-7.725,Galicia,GA,Lugo
27245,43.1167,-7.9611,Galicia,GA,Lugo
27244,43.1167,-7.9611,Galicia,GA,Lugo
27243,43.3333,-8.2333,Galicia,GA,Lugo
27242,43.1167,-7.9611,Galicia,GA,Lugo
27241,42.5333,-8.4667,Galicia,GA,Lugo
27240,43.1167,-7.9611,Galicia,GA,Lugo
27235,43.1222,-7.9389,Galicia,GA,Lugo
27234,42.9333,-7.7,Galicia,GA,Lugo
27233,42.9667,-7.7167,Galicia,GA,Lugo
27232,42.9667,-7.6833,Galicia,GA,Lugo
27231,43,-7.6667,Galicia,GA,Lugo
27230,43,-7.6333,Galicia,GA,Lugo
27229,43.0667,-7.8667,Galicia,GA,Lugo
27228,43.05,-7.85,Galicia,GA,Lugo
27227,43.35,-8.3,Galicia,GA,Lugo
27226,43.05,-7.7667,Galicia,GA,Lugo
27220,43.0615,-7.9205,Galicia,GA,Lugo
27217,43.1167,-8,Galicia,GA,Lugo
27216,42.8667,-7.8167,Galicia,GA,Lugo
27215,42.8833,-7.7333,Galicia,GA,Lugo
27214,42.7667,-7.75,Galicia,GA,Lugo
27213,42.8167,-7.7333,Galicia,GA,Lugo
27212,42.9578,-7.84,Galicia,GA,Lugo
27211,42.8833,-7.6667,Galicia,GA,Lugo
27210,42.95,-7.6167,Galicia,GA,Lugo
27209,42.8667,-7.85,Galicia,GA,Lugo
27208,42.9,-7.8833,Galicia,GA,Lugo
27207,42.8333,-7.9167,Galicia,GA,Lugo
27206,43.35,-8.3,Galicia,GA,Lugo
27205,42.9333,-7.8833,Galicia,GA,Lugo
27204,43.3333,-8.2333,Galicia,GA,Lugo
27203,43.0278,-8.0389,Galicia,GA,Lugo
27200,43.0078,-7.99,Galicia,GA,Lugo
27192,43.0417,-7.4833,Galicia,GA,Lugo
27191,43.0667,-7.5,Galicia,GA,Lugo
27190,42.9833,-7.4333,Galicia,GA,Lugo
27188,42.8167,-7.6583,Galicia,GA,Lugo
27187,42.8333,-7.6167,Galicia,GA,Lugo
27186,42.85,-7.6,Galicia,GA,Lugo
27185,42.9167,-7.6667,Galicia,GA,Lugo
27184,42.944,-7.7143,Galicia,GA,Lugo
27183,42.8833,-7.6167,Galicia,GA,Lugo
27182,43.3333,-8.2333,Galicia,GA,Lugo
27181,43.15,-7.9167,Galicia,GA,Lugo
27180,42.9667,-7.55,Galicia,GA,Lugo
27178,42.7917,-7.6583,Galicia,GA,Lugo
27177,43.0917,-7.975,Galicia,GA,Lugo
27170,42.9417,-7.8167,Galicia,GA,Lugo
27169,43.1333,-7.7,Galicia,GA,Lugo
27168,42.987,-7.5444,Galicia,GA,Lugo
27166,42.95,-7.2833,Galicia,GA,Lugo
27164,42.9333,-7.3833,Galicia,GA,Lugo
27163,42.9717,-7.555,Galicia,GA,Lugo
27162,42.987,-7.5444,Galicia,GA,Lugo
27161,42.95,-7.4833,Galicia,GA,Lugo
27160,43.3333,-8.2333,Galicia,GA,Lugo
27157,43.0667,-7.6833,Galicia,GA,Lugo
27156,43.0833,-7.7167,Galicia,GA,Lugo
27155,43.0833,-7.6333,Galicia,GA,Lugo
27154,43.35,-8.3,Galicia,GA,Lugo
27153,43.1,-7.5167,Galicia,GA,Lugo
27152,43.1574,-7.7519,Galicia,GA,Lugo
27151,43.1574,-7.7519,Galicia,GA,Lugo
27150,43.1833,-7.7292,Galicia,GA,Lugo
27146,43,-7.4,Galicia,GA,Lugo
27145,43.0218,-7.4346,Galicia,GA,Lugo
27144,42.9667,-7.3,Galicia,GA,Lugo
27143,42.9875,-7.3208,Galicia,GA,Lugo
27142,43.0167,-7.35,Galicia,GA,Lugo
27141,43.0167,-7.4167,Galicia,GA,Lugo
27140,42.9833,-7.4833,Galicia,GA,Lugo
27136,43.0917,-7.1667,Galicia,GA,Lugo
27135,43.0917,-7.1667,Galicia,GA,Lugo
27134,43.0917,-7.1667,Galicia,GA,Lugo
27133,43.0917,-7.1667,Galicia,GA,Lugo
27132,43.0917,-7.1667,Galicia,GA,Lugo
27131,43.0917,-7.1667,Galicia,GA,Lugo
27130,43.0917,-7.1667,Galicia,GA,Lugo
27129,43.1012,-7.5738,Galicia,GA,Lugo
27128,43.1012,-7.5738,Galicia,GA,Lugo
27127,43.3333,-8.2333,Galicia,GA,Lugo
27126,43.1012,-7.5738,Galicia,GA,Lugo
27125,42.9667,-7.3333,Galicia,GA,Lugo
27124,43.0167,-7.3,Galicia,GA,Lugo
27123,42.9667,-7.2833,Galicia,GA,Lugo
27122,43.05,-7.3333,Galicia,GA,Lugo
27120,43.1012,-7.5738,Galicia,GA,Lugo
27118,43.1167,-7.0333,Galicia,GA,Lugo
27117,43.0667,-7.0833,Galicia,GA,Lugo
27116,43.1167,-7.0667,Galicia,GA,Lugo
27115,43.1607,-7.0464,Galicia,GA,Lugo
27114,43.1607,-7.0464,Galicia,GA,Lugo
27113,43.1,-6.9167,Galicia,GA,Lugo
27112,43.3,-7.1278,Galicia,GA,Lugo
27111,43.1833,-7.1167,Galicia,GA,Lugo
27110,43.1607,-7.0464,Galicia,GA,Lugo
27100,43.0442,-7.499,Galicia,GA,Lugo
27080,43,-7.5667,Galicia,GA,Lugo
27071,43,-7.5667,Galicia,GA,Lugo
27070,43,-7.5667,Galicia,GA,Lugo
27004,43,-7.5667,Galicia,GA,Lugo
27003,43,-7.5667,Galicia,GA,Lugo
27002,43.0085,-7.5552,Galicia,GA,Lugo
